State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
arunachal-pradesh,2018,4,west kameng district,6492,26.879641,80.56982
arunachal-pradesh,2018,4,shi yomi district,144,26.879641,80.56982
arunachal-pradesh,2018,4,east kameng district,691,26.879641,80.56982
arunachal-pradesh,2018,4,lohit district,3588,26.879641,80.56982
arunachal-pradesh,2018,4,lepa rada district,548,26.879641,80.56982
arunachal-pradesh,2018,4,lower dibang valley district,1827,26.879641,80.56982
arunachal-pradesh,2018,4,longding district,923,26.879641,80.56982
arunachal-pradesh,2018,4,west siang district,2117,26.879641,80.56982
arunachal-pradesh,2018,4,kamle district,109,26.879641,80.56982
arunachal-pradesh,2018,4,upper siang district,868,26.879641,80.56982
arunachal-pradesh,2018,4,kurung kumey district,321,26.879641,80.56982
arunachal-pradesh,2018,4,siang district,483,26.879641,80.56982
arunachal-pradesh,2018,4,kra daadi district,255,26.879641,80.56982
arunachal-pradesh,2018,4,changlang district,4036,26.879641,80.56982
arunachal-pradesh,2018,4,pakke kessang district,138,26.879641,80.56982
arunachal-pradesh,2018,4,east siang district,4813,26.879641,80.56982
arunachal-pradesh,2018,4,upper subansiri district,1576,26.879641,80.56982
arunachal-pradesh,2018,4,tawang district,4085,26.879641,80.56982
arunachal-pradesh,2018,4,namsai district,2495,26.879641,80.56982
arunachal-pradesh,2019,1,lower subansiri district,1879,26.879641,80.56982
arunachal-pradesh,2019,1,tirap district,2082,26.879641,80.56982
arunachal-pradesh,2019,1,papum pare district,26298,26.879641,80.56982
arunachal-pradesh,2019,1,anjaw district,934,26.879641,80.56982
arunachal-pradesh,2019,1,lower siang district,1123,26.879641,80.56982
arunachal-pradesh,2019,1,dibang valley district,211,26.879641,80.56982
arunachal-pradesh,2019,1,west kameng district,8115,26.879641,80.56982
arunachal-pradesh,2019,1,shi yomi district,186,26.879641,80.56982
arunachal-pradesh,2019,1,east kameng district,876,26.879641,80.56982
arunachal-pradesh,2019,1,lohit district,4416,26.879641,80.56982
arunachal-pradesh,2019,1,lepa rada district,710,26.879641,80.56982
arunachal-pradesh,2019,1,lower dibang valley district,2314,26.879641,80.56982
arunachal-pradesh,2019,1,longding district,1152,26.879641,80.56982
arunachal-pradesh,2019,1,west siang district,2656,26.879641,80.56982
arunachal-pradesh,2019,1,kamle district,141,26.879641,80.56982
arunachal-pradesh,2019,1,upper siang district,1125,26.879641,80.56982
arunachal-pradesh,2019,1,kurung kumey district,385,26.879641,80.56982
arunachal-pradesh,2019,1,siang district,651,26.879641,80.56982
arunachal-pradesh,2019,1,kra daadi district,350,26.879641,80.56982
arunachal-pradesh,2019,1,changlang district,5210,26.879641,80.56982
arunachal-pradesh,2019,1,pakke kessang district,162,26.879641,80.56982
arunachal-pradesh,2019,1,east siang district,5899,26.879641,80.56982
arunachal-pradesh,2019,1,upper subansiri district,1906,26.879641,80.56982
arunachal-pradesh,2019,1,tawang district,5023,26.879641,80.56982
arunachal-pradesh,2019,1,namsai district,3153,26.879641,80.56982
arunachal-pradesh,2019,2,lower subansiri district,2463,26.879641,80.56982
arunachal-pradesh,2019,2,tirap district,2697,26.879641,80.56982
arunachal-pradesh,2019,2,papum pare district,32800,26.879641,80.56982
arunachal-pradesh,2019,2,anjaw district,1175,26.879641,80.56982
arunachal-pradesh,2019,2,lower siang district,1457,26.879641,80.56982
arunachal-pradesh,2019,2,dibang valley district,241,26.879641,80.56982
arunachal-pradesh,2019,2,west kameng district,9782,26.879641,80.56982
arunachal-pradesh,2019,2,shi yomi district,225,26.879641,80.56982
arunachal-pradesh,2019,2,east kameng district,1075,26.879641,80.56982
arunachal-pradesh,2019,2,lohit district,5485,26.879641,80.56982
arunachal-pradesh,2019,2,lepa rada district,903,26.879641,80.56982
arunachal-pradesh,2019,2,lower dibang valley district,2842,26.879641,80.56982
arunachal-pradesh,2019,2,longding district,1420,26.879641,80.56982
arunachal-pradesh,2019,2,west siang district,3393,26.879641,80.56982
arunachal-pradesh,2019,2,kamle district,212,26.879641,80.56982
arunachal-pradesh,2019,2,upper siang district,1372,26.879641,80.56982
arunachal-pradesh,2019,2,kurung kumey district,481,26.879641,80.56982
arunachal-pradesh,2019,2,siang district,831,26.879641,80.56982
arunachal-pradesh,2019,2,kra daadi district,440,26.879641,80.56982
arunachal-pradesh,2019,2,changlang district,6884,26.879641,80.56982
arunachal-pradesh,2019,2,pakke kessang district,211,26.879641,80.56982
arunachal-pradesh,2019,2,east siang district,7319,26.879641,80.56982
arunachal-pradesh,2019,2,upper subansiri district,2355,26.879641,80.56982
arunachal-pradesh,2019,2,tawang district,5908,26.879641,80.56982
arunachal-pradesh,2019,2,namsai district,3914,26.879641,80.56982
arunachal-pradesh,2019,3,lower subansiri district,2928,26.879641,80.56982
arunachal-pradesh,2019,3,tirap district,3099,26.879641,80.56982
arunachal-pradesh,2019,3,papum pare district,38845,26.879641,80.56982
arunachal-pradesh,2019,3,anjaw district,1358,26.879641,80.56982
arunachal-pradesh,2019,3,lower siang district,1689,26.879641,80.56982
arunachal-pradesh,2019,3,dibang valley district,271,26.879641,80.56982
arunachal-pradesh,2019,3,west kameng district,11186,26.879641,80.56982
arunachal-pradesh,2019,3,shi yomi district,239,26.879641,80.56982
arunachal-pradesh,2019,3,east kameng district,1304,26.879641,80.56982
arunachal-pradesh,2019,3,lohit district,6421,26.879641,80.56982
arunachal-pradesh,2019,3,lepa rada district,1064,26.879641,80.56982
arunachal-pradesh,2019,3,lower dibang valley district,3398,26.879641,80.56982
arunachal-pradesh,2019,3,longding district,1634,26.879641,80.56982
arunachal-pradesh,2019,3,west siang district,4101,26.879641,80.56982
arunachal-pradesh,2019,3,kamle district,258,26.879641,80.56982
arunachal-pradesh,2019,3,upper siang district,1486,26.879641,80.56982
arunachal-pradesh,2019,3,kurung kumey district,572,26.879641,80.56982
arunachal-pradesh,2019,3,siang district,948,26.879641,80.56982
arunachal-pradesh,2019,3,kra daadi district,524,26.879641,80.56982
arunachal-pradesh,2019,3,changlang district,8145,26.879641,80.56982
arunachal-pradesh,2019,3,pakke kessang district,244,26.879641,80.56982
arunachal-pradesh,2019,3,east siang district,8571,26.879641,80.56982
arunachal-pradesh,2019,3,upper subansiri district,2748,26.879641,80.56982
arunachal-pradesh,2019,3,tawang district,6553,26.879641,80.56982
arunachal-pradesh,2019,3,namsai district,4563,26.879641,80.56982
arunachal-pradesh,2019,4,lower subansiri district,3564,26.879641,80.56982
arunachal-pradesh,2019,4,tirap district,3605,26.879641,80.56982
arunachal-pradesh,2019,4,papum pare district,44746,26.879641,80.56982
arunachal-pradesh,2019,4,anjaw district,1564,26.879641,80.56982
arunachal-pradesh,2019,4,lower siang district,1921,26.879641,80.56982
arunachal-pradesh,2019,4,dibang valley district,289,26.879641,80.56982
arunachal-pradesh,2019,4,west kameng district,12562,26.879641,80.56982
arunachal-pradesh,2019,4,shi yomi district,266,26.879641,80.56982
arunachal-pradesh,2019,4,east kameng district,1623,26.879641,80.56982
arunachal-pradesh,2019,4,lohit district,7386,26.879641,80.56982
arunachal-pradesh,2019,4,lepa rada district,1263,26.879641,80.56982
arunachal-pradesh,2019,4,lower dibang valley district,3944,26.879641,80.56982
arunachal-pradesh,2019,4,longding district,1847,26.879641,80.56982
arunachal-pradesh,2019,4,west siang district,4773,26.879641,80.56982
arunachal-pradesh,2019,4,kamle district,323,26.879641,80.56982
arunachal-pradesh,2019,4,upper siang district,1804,26.879641,80.56982
arunachal-pradesh,2019,4,kurung kumey district,653,26.879641,80.56982
arunachal-pradesh,2019,4,siang district,1131,26.879641,80.56982
arunachal-pradesh,2019,4,kra daadi district,603,26.879641,80.56982
arunachal-pradesh,2019,4,changlang district,9662,26.879641,80.56982
arunachal-pradesh,2019,4,pakke kessang district,296,26.879641,80.56982
arunachal-pradesh,2019,4,east siang district,9859,26.879641,80.56982
arunachal-pradesh,2019,4,upper subansiri district,3144,26.879641,80.56982
arunachal-pradesh,2019,4,tawang district,7303,26.879641,80.56982
arunachal-pradesh,2019,4,namsai district,5190,26.879641,80.56982
arunachal-pradesh,2020,1,lower subansiri district,4351,26.879641,80.56982
arunachal-pradesh,2020,1,tirap district,4261,26.879641,80.56982
arunachal-pradesh,2020,1,papum pare district,51342,26.879641,80.56982
arunachal-pradesh,2020,1,anjaw district,1747,26.879641,80.56982
arunachal-pradesh,2020,1,lower siang district,2201,26.879641,80.56982
arunachal-pradesh,2020,1,dibang valley district,320,26.879641,80.56982
arunachal-pradesh,2020,1,west kameng district,13983,26.879641,80.56982
arunachal-pradesh,2020,1,shi yomi district,290,26.879641,80.56982
arunachal-pradesh,2020,1,east kameng district,1962,26.879641,80.56982
arunachal-pradesh,2020,1,lohit district,8454,26.879641,80.56982
arunachal-pradesh,2020,1,lepa rada district,1532,26.879641,80.56982
arunachal-pradesh,2020,1,lower dibang valley district,4650,26.879641,80.56982
arunachal-pradesh,2020,1,longding district,2201,26.879641,80.56982
arunachal-pradesh,2020,1,west siang district,5757,26.879641,80.56982
arunachal-pradesh,2020,1,kamle district,373,26.879641,80.56982
arunachal-pradesh,2020,1,upper siang district,2143,26.879641,80.56982
arunachal-pradesh,2020,1,kurung kumey district,725,26.879641,80.56982
arunachal-pradesh,2020,1,siang district,1390,26.879641,80.56982
arunachal-pradesh,2020,1,kra daadi district,701,26.879641,80.56982
arunachal-pradesh,2020,1,changlang district,11262,26.879641,80.56982
arunachal-pradesh,2020,1,pakke kessang district,371,26.879641,80.56982
arunachal-pradesh,2020,1,east siang district,11298,26.879641,80.56982
arunachal-pradesh,2020,1,upper subansiri district,3675,26.879641,80.56982
arunachal-pradesh,2020,1,tawang district,8048,26.879641,80.56982
arunachal-pradesh,2020,1,namsai district,6029,26.879641,80.56982
arunachal-pradesh,2020,2,lower subansiri district,5392,26.879641,80.56982
arunachal-pradesh,2020,2,tirap district,5239,26.879641,80.56982
arunachal-pradesh,2020,2,papum pare district,59968,26.879641,80.56982
arunachal-pradesh,2020,2,anjaw district,1961,26.879641,80.56982
arunachal-pradesh,2020,2,lower siang district,2644,26.879641,80.56982
arunachal-pradesh,2020,2,dibang valley district,367,26.879641,80.56982
arunachal-pradesh,2020,2,west kameng district,15766,26.879641,80.56982
arunachal-pradesh,2020,2,shi yomi district,320,26.879641,80.56982
arunachal-pradesh,2020,2,east kameng district,2506,26.879641,80.56982
arunachal-pradesh,2020,2,lohit district,10154,26.879641,80.56982
arunachal-pradesh,2020,2,lepa rada district,1890,26.879641,80.56982
arunachal-pradesh,2020,2,lower dibang valley district,5782,26.879641,80.56982
arunachal-pradesh,2020,2,longding district,2751,26.879641,80.56982
arunachal-pradesh,2020,2,west siang district,7239,26.879641,80.56982
arunachal-pradesh,2020,2,kamle district,509,26.879641,80.56982
arunachal-pradesh,2020,2,upper siang district,2552,26.879641,80.56982
arunachal-pradesh,2020,2,kurung kumey district,834,26.879641,80.56982
arunachal-pradesh,2020,2,siang district,1831,26.879641,80.56982
arunachal-pradesh,2020,2,kra daadi district,870,26.879641,80.56982
arunachal-pradesh,2020,2,changlang district,14036,26.879641,80.56982
arunachal-pradesh,2020,2,pakke kessang district,438,26.879641,80.56982
arunachal-pradesh,2020,2,east siang district,13601,26.879641,80.56982
arunachal-pradesh,2020,2,upper subansiri district,4465,26.879641,80.56982
arunachal-pradesh,2020,2,tawang district,8993,26.879641,80.56982
arunachal-pradesh,2020,2,namsai district,7426,26.879641,80.56982
arunachal-pradesh,2020,3,lower subansiri district,6456,26.879641,80.56982
arunachal-pradesh,2020,3,tirap district,6119,26.879641,80.56982
arunachal-pradesh,2020,3,papum pare district,69419,26.879641,80.56982
arunachal-pradesh,2020,3,anjaw district,2226,26.879641,80.56982
arunachal-pradesh,2020,3,lower siang district,2983,26.879641,80.56982
arunachal-pradesh,2020,3,dibang valley district,411,26.879641,80.56982
arunachal-pradesh,2020,3,west kameng district,17636,26.879641,80.56982
arunachal-pradesh,2020,3,shi yomi district,337,26.879641,80.56982
arunachal-pradesh,2020,3,east kameng district,3169,26.879641,80.56982
arunachal-pradesh,2020,3,lohit district,11755,26.879641,80.56982
arunachal-pradesh,2020,3,lepa rada district,2304,26.879641,80.56982
arunachal-pradesh,2020,3,lower dibang valley district,6799,26.879641,80.56982
arunachal-pradesh,2020,3,longding district,3277,26.879641,80.56982
arunachal-pradesh,2020,3,west siang district,8623,26.879641,80.56982
arunachal-pradesh,2020,3,kamle district,639,26.879641,80.56982
arunachal-pradesh,2020,3,upper siang district,3011,26.879641,80.56982
arunachal-pradesh,2020,3,kurung kumey district,1025,26.879641,80.56982
arunachal-pradesh,2020,3,siang district,2225,26.879641,80.56982
arunachal-pradesh,2020,3,kra daadi district,1026,26.879641,80.56982
arunachal-pradesh,2020,3,changlang district,16385,26.879641,80.56982
arunachal-pradesh,2020,3,pakke kessang district,508,26.879641,80.56982
arunachal-pradesh,2020,3,east siang district,15921,26.879641,80.56982
arunachal-pradesh,2020,3,upper subansiri district,5295,26.879641,80.56982
arunachal-pradesh,2020,3,tawang district,9944,26.879641,80.56982
arunachal-pradesh,2020,3,namsai district,8553,26.879641,80.56982
arunachal-pradesh,2020,4,lower subansiri district,7388,26.879641,80.56982
arunachal-pradesh,2020,4,tirap district,6805,26.879641,80.56982
arunachal-pradesh,2020,4,papum pare district,77936,26.879641,80.56982
arunachal-pradesh,2020,4,anjaw district,2485,26.879641,80.56982
arunachal-pradesh,2020,4,lower siang district,3320,26.879641,80.56982
arunachal-pradesh,2020,4,dibang valley district,444,26.879641,80.56982
arunachal-pradesh,2020,4,west kameng district,19464,26.879641,80.56982
arunachal-pradesh,2020,4,shi yomi district,370,26.879641,80.56982
arunachal-pradesh,2020,4,east kameng district,3638,26.879641,80.56982
arunachal-pradesh,2020,4,lohit district,13126,26.879641,80.56982
arunachal-pradesh,2020,4,lepa rada district,2735,26.879641,80.56982
arunachal-pradesh,2020,4,lower dibang valley district,7693,26.879641,80.56982
arunachal-pradesh,2020,4,longding district,3753,26.879641,80.56982
arunachal-pradesh,2020,4,west siang district,9911,26.879641,80.56982
arunachal-pradesh,2020,4,kamle district,745,26.879641,80.56982
arunachal-pradesh,2020,4,upper siang district,3497,26.879641,80.56982
arunachal-pradesh,2020,4,kurung kumey district,1173,26.879641,80.56982
arunachal-pradesh,2020,4,siang district,2635,26.879641,80.56982
arunachal-pradesh,2020,4,kra daadi district,1141,26.879641,80.56982
arunachal-pradesh,2020,4,changlang district,18203,26.879641,80.56982
arunachal-pradesh,2020,4,pakke kessang district,593,26.879641,80.56982
arunachal-pradesh,2020,4,east siang district,17822,26.879641,80.56982
arunachal-pradesh,2020,4,upper subansiri district,6069,26.879641,80.56982
arunachal-pradesh,2020,4,tawang district,10909,26.879641,80.56982
arunachal-pradesh,2020,4,namsai district,9437,26.879641,80.56982
arunachal-pradesh,2021,1,lower subansiri district,8044,26.879641,80.56982
arunachal-pradesh,2021,1,tirap district,7376,26.879641,80.56982
arunachal-pradesh,2021,1,papum pare district,84715,26.879641,80.56982
arunachal-pradesh,2021,1,anjaw district,2660,26.879641,80.56982
arunachal-pradesh,2021,1,lower siang district,3594,26.879641,80.56982
arunachal-pradesh,2021,1,dibang valley district,478,26.879641,80.56982
arunachal-pradesh,2021,1,west kameng district,21027,26.879641,80.56982
arunachal-pradesh,2021,1,shi yomi district,390,26.879641,80.56982
arunachal-pradesh,2021,1,east kameng district,3990,26.879641,80.56982
arunachal-pradesh,2021,1,lohit district,14231,26.879641,80.56982
arunachal-pradesh,2021,1,lepa rada district,3008,26.879641,80.56982
arunachal-pradesh,2021,1,lower dibang valley district,8402,26.879641,80.56982
arunachal-pradesh,2021,1,longding district,4117,26.879641,80.56982
arunachal-pradesh,2021,1,west siang district,10836,26.879641,80.56982
arunachal-pradesh,2021,1,kamle district,814,26.879641,80.56982
arunachal-pradesh,2021,1,upper siang district,3847,26.879641,80.56982
arunachal-pradesh,2021,1,kurung kumey district,1287,26.879641,80.56982
arunachal-pradesh,2021,1,siang district,2878,26.879641,80.56982
arunachal-pradesh,2021,1,kra daadi district,1244,26.879641,80.56982
arunachal-pradesh,2021,1,changlang district,19716,26.879641,80.56982
arunachal-pradesh,2021,1,pakke kessang district,647,26.879641,80.56982
arunachal-pradesh,2021,1,east siang district,19342,26.879641,80.56982
